Id,SalePrice
1598,219292.0
1599,178133.0
1600,179492.0
1601,60950.0
1602,118519.0
1603,73789.0
1604,275773.0
1605,250930.0
1606,168019.0
1607,174750.0
1608,217373.0
1609,186725.0
1610,145656.0
1611,138302.0
1612,155948.0
1613,165098.0
1614,123562.0
1615,82073.0
1616,72256.0
1617,90496.0
1618,128704.0
1619,140095.0
1620,171040.0
1621,136966.0
1622,142551.0
1623,302213.0
1624,220892.0
1625,125212.0
1626,158033.0
1627,191852.0
1628,264722.0
1629,185512.0
1630,332593.0
1631,211619.0
1632,237739.0
1633,172197.0
1634,188545.0
1635,175037.0
1636,154730.0
1637,196942.0
1638,188847.0
1639,181885.0
1640,267519.0
1641,174729.0
1642,223170.0
1643,224272.0
1644,226585.0
1645,188844.0
1646,159045.0
1647,158156.0
1648,130558.0
1649,135592.0
1650,116090.0
1651,127641.0
1652,97882.0
1653,100758.0
1654,150081.0
1655,145742.0
1656,142901.0
1657,153138.0
1658,145375.0
1659,125053.0
1660,158617.0
1661,462194.0
1662,422674.0
1663,407361.0
1664,369893.0
1665,315970.0
1666,325677.0
1667,346855.0
1668,342578.0
1669,293057.0
1670,369492.0
1671,269374.0
1672,448930.0
1673,303510.0
1674,246478.0
1675,185426.0
1676,183938.0
1677,214904.0
1678,424336.0
1679,394980.0
1680,345347.0
1681,245550.0
1682,306858.0
1683,174127.0
1684,174284.0
1685,172152.0
1686,167236.0
1687,172063.0
1688,196105.0
1689,202691.0
1690,197266.0
1691,184047.0
1692,266135.0
1693,168984.0
1694,180425.0
1695,164637.0
1696,285769.0
1697,171410.0
1698,375481.0
1699,327440.0
1700,237992.0
1701,267908.0
1702,247661.0
1703,251483.0
1704,307758.0
1705,227083.0
1706,347370.0
1707,206740.0
1708,199775.0
1709,272456.0
1710,220977.0
1711,250926.0
1712,267811.0
1713,281839.0
1714,222496.0
1715,200617.0
1716,188406.0
1717,179159.0
1718,137126.0
1719,199959.0
1720,248890.0
1721,175491.0
1722,129115.0
1723,157295.0
1724,211433.0
1725,238184.0
1726,185561.0
1727,157455.0
1728,186461.0
1729,163625.0
1730,172983.0
1731,119819.0
1732,129117.0
1733,119053.0
1734,119741.0
1735,134638.0
1736,114703.0
1737,352675.0
1738,225200.0
1739,283620.0
1740,212618.0
1741,190779.0
1742,171544.0
1743,175417.0
1744,312110.0
1745,214767.0
1746,192453.0
1747,214368.0
1748,225896.0
1749,143714.0
1750,125460.0
1751,236906.0
1752,120432.0
1753,144703.0
1754,198123.0
1755,164714.0
1756,131412.0
1757,123733.0
1758,146713.0
1759,163955.0
1760,164167.0
1761,143943.0
1762,172436.0
1763,172879.0
1764,114099.0
1765,163874.0
1766,179066.0
1767,224879.0
1768,147892.0
1769,179403.0
1770,150072.0
1771,125140.0
1772,134756.0
1773,129124.0
1774,134781.0
1775,139558.0
1776,127992.0
1777,110799.0
1778,141593.0
1779,111534.0
1780,177236.0
1781,131734.0
1782,88525.0
1783,143275.0
1784,106820.0
1785,112887.0
1786,144763.0
1787,163077.0
1788,54298.0
1789,96560.0
1790,75389.0
1791,171156.0
1792,158168.0
1793,139022.0
1794,151179.0
1795,139941.0
1796,118706.0
1797,110986.0
1798,121965.0
1799,110104.0
1800,123645.0
1801,133086.0
1802,142092.0
1803,146849.0
1804,139631.0
1805,137170.0
1806,118085.0
1807,123732.0
1808,122748.0
1809,119263.0
1810,145108.0
1811,98922.0
1812,93354.0
1813,124828.0
1814,92488.0
1815,50880.0
1816,93523.0
1817,106058.0
1818,145366.0
1819,122981.0
1820,58367.0
1821,117738.0
1822,149896.0
1823,42937.0
1824,134951.0
1825,134215.0
1826,100827.0
1827,98875.0
1828,136325.0
1829,108641.0
1830,143722.0
1831,152228.0
1832,82738.0
1833,136519.0
1834,119171.0
1835,125436.0
1836,130684.0
1837,86302.0
1838,128767.0
1839,90317.0
1840,142062.0
1841,134300.0
1842,83554.0
1843,126452.0
1844,126541.0
1845,142664.0
1846,153115.0
1847,163295.0
1848,51111.0
1849,110448.0
1850,117992.0
1851,153391.0
1852,123008.0
1853,128851.0
1854,171515.0
1855,155521.0
1856,227744.0
1857,171688.0
1858,142419.0
1859,118433.0
1860,141075.0
1861,117284.0
1862,316117.0
1863,300751.0
1864,300751.0
1865,325726.0
1866,344737.0
1867,250190.0
1868,308604.0
1869,205145.0
1870,244637.0
1871,243962.0
1872,172064.0
1873,240992.0
1874,148388.0
1875,193195.0
1876,189723.0
1877,211219.0
1878,203393.0
1879,130244.0
1880,134559.0
1881,242418.0
1882,261129.0
1883,186237.0
1884,204557.0
1885,246280.0
1886,292443.0
1887,209060.0
1888,293902.0
1889,165760.0
1890,119161.0
1891,134159.0
1892,105178.0
1893,124121.0
1894,123140.0
1895,139041.0
1896,128318.0
1897,117679.0
1898,111244.0
1899,159990.0
1900,152016.0
1901,177038.0
1902,150576.0
1903,203938.0
1904,140439.0
1905,191997.0
1906,157628.0
1907,219473.0
1908,114980.0
1909,132208.0
1910,122061.0
1911,223851.0
1912,299474.0
1913,156438.0
1914,50639.0
1915,312914.0
1916,64688.0
1917,277267.0
1918,142190.0
1919,165185.0
1920,147790.0
1921,446601.0
1922,322004.0
1923,214064.0
1924,209481.0
1925,201176.0
1926,424023.0
1927,130978.0
1928,154995.0
1929,120241.0
1930,132864.0
1931,147151.0
1932,136689.0
1933,181589.0
1934,184346.0
1935,170838.0
1936,184354.0
1937,181590.0
1938,169378.0
1939,227594.0
1940,187822.0
1941,169063.0
1942,174757.0
1943,208998.0
1944,334014.0
1945,384195.0
1946,138402.0
1947,274062.0
1948,160124.0
1949,241268.0
1950,190589.0
1951,270318.0
1952,208495.0
1953,157613.0
1954,189445.0
1955,138997.0
1956,285813.0
1957,149749.0
1958,331457.0
1959,139199.0
1960,117291.0
1961,121128.0
1962,98255.0
1963,103733.0
1964,102121.0
1965,142983.0
1966,142740.0
1967,273327.0
1968,414648.0
1969,404898.0
1970,446205.0
1971,415439.0
1972,374511.0
1973,260375.0
1974,319093.0
1975,399613.0
1976,281529.0
1977,349518.0
1978,357009.0
1979,341387.0
1980,193504.0
1981,352265.0
1982,224556.0
1983,206873.0
1984,170816.0
1985,215750.0
1986,222308.0
1987,180848.0
1988,174413.0
1989,194590.0
1990,221954.0
1991,227683.0
1992,211988.0
1993,171066.0
1994,235882.0
1995,192212.0
1996,248915.0
1997,311307.0
1998,345406.0
1999,254208.0
2000,319444.0
2001,264079.0
2002,240748.0
2003,277046.0
2004,277506.0
2005,217725.0
2006,227896.0
2007,256641.0
2008,213559.0
2009,187743.0
2010,196743.0
2011,147630.0
2012,176453.0
2013,180496.0
2014,183656.0
2015,201833.0
2016,188963.0
2017,193826.0
2018,119222.0
2019,133054.0
2020,113050.0
2021,108953.0
2022,180166.0
2023,135630.0
2024,244457.0
2025,356153.0
2026,173609.0
2027,154889.0
2028,153451.0
2029,169592.0
2030,269549.0
2031,231859.0
2032,250651.0
2033,272438.0
2034,171398.0
2035,205722.0
2036,201024.0
2037,204799.0
2038,290222.0
2039,232312.0
2040,267185.0
2041,298922.0
2042,206088.0
2043,168506.0
2044,165542.0
2045,216696.0
2046,143453.0
2047,145935.0
2048,147063.0
2049,138725.0
2050,182604.0
2051,107067.0
2052,121926.0
2053,149455.0
2054,90671.0
2055,161213.0
2056,142276.0
2057,116214.0
2058,225792.0
2059,133822.0
2060,170154.0
2061,180892.0
2062,132164.0
2063,113191.0
2064,145419.0
2065,123772.0
2066,159128.0
2067,107697.0
2068,142722.0
2069,85993.0
2070,113750.0
2071,93786.0
2072,129645.0
2073,136622.0
2074,190163.0
2075,147796.0
2076,122470.0
2077,155415.0
2078,126807.0
2079,135773.0
2080,118255.0
2081,130118.0
2082,122109.0
2083,149229.0
2084,110938.0
2085,118884.0
2086,108551.0
2087,124372.0
2088,99662.0
2089,77454.0
2090,127395.0
2091,117989.0
2092,131344.0
2093,115535.0
2094,111983.0
2095,147169.0
2096,77949.0
2097,95688.0
2098,153512.0
2099,54382.0
2100,76152.0
2101,113528.0
2102,127433.0
2103,106401.0
2104,133569.0
2105,125966.0
2106,61293.0
2107,209754.0
2108,109211.0
2109,111830.0
2110,137586.0
2111,139307.0
2112,134375.0
2113,117427.0
2114,116232.0
2115,158159.0
2116,120228.0
2117,153236.0
2118,122988.0
2119,105455.0
2120,113353.0
2121,84894.0
2122,106167.0
2123,83976.0
2124,158791.0
2125,126600.0
2126,147514.0
2127,159502.0
2128,128008.0
2129,97395.0
2130,146149.0
2131,150846.0
2132,121261.0
2133,125763.0
2134,123239.0
2135,88938.0
2136,75057.0
2137,111141.0
2138,131931.0
2139,147262.0
2140,142769.0
2141,140475.0
2142,127726.0
2143,143474.0
2144,131695.0
2145,137315.0
2146,156161.0
2147,143512.0
2148,134045.0
2149,144233.0
2150,220619.0
2151,113630.0
2152,171426.0
2153,155817.0
2154,103217.0
2155,146367.0
2156,277400.0
2157,233310.0
2158,238367.0
2159,217152.0
2160,180037.0
2161,247866.0
2162,382263.0
2163,357081.0
2164,253233.0
2165,194114.0
2166,156581.0
2167,224800.0
2168,186097.0
2169,197143.0
2170,220676.0
2171,146178.0
2172,130074.0
2173,168798.0
2174,229931.0
2175,330838.0
2176,318620.0
2177,243098.0
2178,215698.0
2179,141488.0
2180,208579.0
2181,186997.0
2182,217775.0
2183,187292.0
2184,122726.0
2185,113024.0
2186,148420.0
2187,148782.0
2188,153043.0
2189,197931.0
2190,84669.0
2191,85310.0
2192,90873.0
2193,96578.0
2194,100688.0
2195,111775.0
2196,96675.0
2197,111142.0
2198,165916.0
2199,172327.0
2200,147463.0
2201,149876.0
2202,206369.0
2203,135430.0
2204,186063.0
2205,114238.0
2206,141271.0
2207,225640.0
2208,244004.0
2209,244079.0
2210,119985.0
2211,118567.0
2212,120528.0
2213,108812.0
2214,140550.0
2215,101631.0
2216,149366.0
2217,73234.0
2218,72711.0
2219,70592.0
2220,62808.0
2221,316399.0
2222,268231.0
2223,284629.0
2224,219149.0
2225,128561.0
2226,200052.0
2227,207374.0
2228,252948.0
2229,246220.0
2230,146618.0
2231,216700.0
2232,182003.0
2233,179917.0
2234,240889.0
2235,214926.0
2236,264990.0
2237,338467.0
2238,189578.0
2239,116451.0
2240,156930.0
2241,156429.0
2242,125767.0
2243,130554.0
2244,105081.0
2245,99907.0
2246,142974.0
2247,107012.0
2248,130224.0
2249,128584.0
2250,136535.0
2251,112567.0
2252,169167.0
2253,151830.0
2254,177732.0
2255,189154.0
2256,186426.0
2257,212796.0
2258,160511.0
2259,177109.0
2260,151395.0
2261,186097.0
2262,210207.0
2263,347391.0
2264,412478.0
2265,161272.0
2266,275364.0
2267,370873.0
2268,384971.0
2269,142403.0
2270,198792.0
2271,218450.0
2272,190576.0
2273,164554.0
2274,177324.0
2275,152934.0
2276,181605.0
2277,181040.0
2278,151342.0
2279,121788.0
2280,125897.0
2281,169210.0
2282,186652.0
2283,104641.0
2284,110512.0
2285,142755.0
2286,123424.0
2287,359594.0
2288,270952.0
2289,368061.0
2290,451937.0
2291,312463.0
2292,448652.0
2293,423622.0
2294,436995.0
2295,452568.0
2296,255058.0
2297,310879.0
2298,336615.0
2299,393399.0
2300,336833.0
2301,288944.0
2302,241285.0
2303,239089.0
2304,246870.0
2305,184502.0
2306,180590.0
2307,189094.0
2308,224520.0
2309,276780.0
2310,213702.0
2311,192620.0
2312,179794.0
2313,172838.0
2314,166782.0
2315,183911.0
2316,197367.0
2317,179404.0
2318,182240.0
2319,181185.0
2320,188822.0
2321,240336.0
2322,179108.0
2323,187096.0
2324,174598.0
2325,205078.0
2326,172254.0
2327,210601.0
2328,233620.0
2329,187777.0
2330,183148.0
2331,360581.0
2332,393215.0
2333,322136.0
2334,255585.0
2335,263933.0
2336,335505.0
2337,197836.0
2338,300780.0
2339,215949.0
2340,393468.0
2341,217694.0
2342,229028.0
2343,221515.0
2344,214419.0
2345,238366.0
2346,219829.0
2347,199291.0
2348,237652.0
2349,177726.0
2350,290078.0
2351,256022.0
2352,256991.0
2353,232952.0
2354,141997.0
2355,150988.0
2356,159298.0
2357,194745.0
2358,194251.0
2359,135370.0
2360,118852.0
2361,143921.0
2362,277859.0
2363,135136.0
2364,149608.0
2365,220728.0
2366,197591.0
2367,230538.0
2368,215894.0
2369,225934.0
2370,168986.0
2371,168063.0
2372,192432.0
2373,279870.0
2374,303798.0
2375,253563.0
2376,284935.0
2377,360511.0
2378,137543.0
2379,197294.0
2380,146312.0
2381,164019.0
2382,205542.0
2383,205098.0
2384,253224.0
2385,161530.0
2386,137136.0
2387,135527.0
2388,106084.0
2389,128656.0
2390,147430.0
2391,143105.0
2392,117631.0
2393,165926.0
2394,136730.0
2395,205277.0
2396,145185.0
2397,218042.0
2398,134378.0
2399,61463.0
2400,64172.0
2401,112858.0
2402,136307.0
2403,141945.0
2404,148309.0
2405,156467.0
2406,141523.0
2407,124860.0
2408,142766.0
2409,123148.0
2410,167640.0
2411,122316.0
2412,158023.0
2413,128956.0
2414,141535.0
2415,133585.0
2416,123047.0
2417,130607.0
2418,129983.0
2419,135247.0
2420,126684.0
2421,148064.0
2422,113671.0
2423,126854.0
2424,167382.0
2425,177682.0
2426,135095.0
2427,127527.0
2428,179963.0
2429,112859.0
2430,135879.0
2431,108453.0
2432,145273.0
2433,145787.0
2434,141969.0
2435,157427.0
2436,106088.0
2437,104873.0
2438,125636.0
2439,109072.0
2440,123694.0
2441,94638.0
2442,96799.0
2443,119989.0
2444,132550.0
2445,88764.0
2446,140120.0
2447,178687.0
2448,130195.0
2449,108187.0
2450,144481.0
2451,131511.0
2452,210030.0
2453,94231.0
2454,116020.0
2455,128794.0
2456,132468.0
2457,131944.0
2458,122849.0
2459,110670.0
2460,134308.0
2461,120686.0
2462,137400.0
2463,121171.0
2464,174809.0
2465,138474.0
2466,112584.0
2467,143441.0
2468,80529.0
2469,74193.0
2470,200491.0
2471,211061.0
2472,164701.0
2473,122798.0
2474,91217.0
2475,213374.0
2476,119480.0
2477,130146.0
2478,148415.0
2479,103907.0
2480,148979.0
2481,122136.0
2482,128502.0
2483,113828.0
2484,123406.0
2485,127637.0
2486,150106.0
2487,166862.0
2488,161003.0
2489,146822.0
2490,145147.0
2491,98980.0
2492,190456.0
2493,144565.0
2494,152490.0
2495,84975.0
2496,226864.0
2497,149573.0
2498,112426.0
2499,88882.0
2500,129376.0
2501,137850.0
2502,151744.0
2503,99817.0
2504,171163.0
2505,227306.0
2506,270456.0
2507,281537.0
2508,269499.0
2509,213623.0
2510,227025.0
2511,179942.0
2512,201670.0
2513,217067.0
2514,256317.0
2515,147974.0
2516,167624.0
2517,144360.0
2518,156712.0
2519,221556.0
2520,213461.0
2521,190316.0
2522,221750.0
2523,123596.0
2524,133130.0
2525,147877.0
2526,132601.0
2527,114398.0
2528,131993.0
2529,132877.0
2530,119549.0
2531,255772.0
2532,225462.0
2533,194777.0
2534,228727.0
2535,321804.0
2536,247702.0
2537,238958.0
2538,192100.0
2539,186669.0
2540,180451.0
2541,188634.0
2542,161514.0
2543,124123.0
2544,122448.0
2545,127915.0
2546,126000.0
2547,139438.0
2548,156717.0
2549,155046.0
2550,269334.0
2551,137345.0
2552,125371.0
2553,76653.0
2554,102466.0
2555,125177.0
2556,105075.0
2557,103457.0
2558,127384.0
2559,138085.0
2560,152495.0
2561,144280.0
2562,137515.0
2563,147482.0
2564,202433.0
2565,132722.0
2566,156445.0
2567,133674.0
2568,195316.0
2569,208243.0
2570,118454.0
2571,178674.0
2572,154363.0
2573,223880.0
2574,294964.0
2575,132004.0
2576,128357.0
2577,150559.0
2578,84016.0
2579,59736.0
2580,112336.0
2581,99317.0
2582,97471.0
2583,285861.0
2584,161720.0
2585,180181.0
2586,228706.0
2587,204382.0
2588,146773.0
2589,153322.0
2590,212141.0
2591,216634.0
2592,218015.0
2593,258104.0
2594,182920.0
2595,204411.0
2596,317757.0
2597,182928.0
2598,275266.0
2599,294145.0
2600,151718.0
2601,143950.0
2602,80037.0
2603,94141.0
2604,86802.0
2605,78329.0
2606,145539.0
2607,189832.0
2608,216112.0
2609,167247.0
2610,108275.0
2611,125231.0
2612,155342.0
2613,137660.0
2614,127912.0
2615,154804.0
2616,146431.0
2617,191802.0
2618,192636.0
2619,193273.0
2620,187050.0
2621,175707.0
2622,185233.0
2623,256267.0
2624,303777.0
2625,292734.0
2626,170583.0
2627,169193.0
2628,453563.0
2629,465481.0
2630,339637.0
2631,482305.0
2632,416737.0
2633,292557.0
2634,424879.0
2635,156907.0
2636,177668.0
2637,175367.0
2638,250751.0
2639,190104.0
2640,153944.0
2641,105817.0
2642,193258.0
2643,102733.0
2644,128613.0
2645,106487.0
2646,97041.0
2647,102451.0
2648,142531.0
2649,146500.0
2650,137493.0
2651,138939.0
2652,435938.0
2653,248939.0
2654,231525.0
2655,426040.0
2656,327981.0
2657,360004.0
2658,303218.0
2659,286519.0
2660,340744.0
2661,343728.0
2662,363521.0
2663,296025.0
2664,266379.0
2665,328671.0
2666,286379.0
2667,163985.0
2668,185104.0
2669,175994.0
2670,282818.0
2671,192241.0
2672,197271.0
2673,202667.0
2674,201991.0
2675,171862.0
2676,198397.0
2677,192332.0
2678,256832.0
2679,278970.0
2680,279597.0
2681,412599.0
2682,337615.0
2683,522276.0
2684,314219.0
2685,327335.0
2686,248887.0
2687,336758.0
2688,215354.0
2689,210015.0
2690,407779.0
2691,176898.0
2692,136277.0
2693,190133.0
2694,137821.0
2695,193592.0
2696,188777.0
2697,186440.0
2698,190904.0
2699,165948.0
2700,158752.0
2701,152551.0
2702,115628.0
2703,120118.0
2704,145156.0
2705,121324.0
2706,117967.0
2707,127793.0
2708,134008.0
2709,109842.0
2710,131229.0
2711,260871.0
2712,345750.0
2713,173482.0
2714,149219.0
2715,168176.0
2716,144532.0
2717,182449.0
2718,224617.0
2719,153028.0
2720,173172.0
2721,134093.0
2722,155912.0
2723,139204.0
2724,125590.0
2725,133934.0
2726,149394.0
2727,177368.0
2728,174547.0
2729,148505.0
2730,146196.0
2731,133234.0
2732,130337.0
2733,162497.0
2734,141257.0
2735,130950.0
2736,139471.0
2737,124251.0
2738,136113.0
2739,167137.0
2740,135113.0
2741,145886.0
2742,152867.0
2743,154135.0
2744,163893.0
2745,135769.0
2746,138245.0
2747,137551.0
2748,123344.0
2749,131100.0
2750,129937.0
2751,140279.0
2752,207602.0
2753,146094.0
2754,219538.0
2755,136122.0
2756,88485.0
2757,67140.0
2758,91595.0
2759,157671.0
2760,124396.0
2761,144391.0
2762,145891.0
2763,186453.0
2764,155720.0
2765,287865.0
2766,133882.0
2767,87899.0
2768,133642.0
2769,134295.0
2770,149273.0
2771,115668.0
2772,119288.0
2773,171190.0
2774,147009.0
2775,126054.0
2776,139859.0
2777,148978.0
2778,103815.0
2779,124748.0
2780,96654.0
2781,93163.0
2782,89782.0
2783,97888.0
2784,124603.0
2785,136613.0
2786,68931.0
2787,125906.0
2788,72682.0
2789,183859.0
2790,85936.0
2791,110515.0
2792,56315.0
2793,177157.0
2794,100593.0
2795,122659.0
2796,98656.0
2797,195299.0
2798,111374.0
2799,124589.0
2800,64735.0
2801,106332.0
2802,129248.0
2803,167203.0
2804,135791.0
2805,106069.0
2806,85785.0
2807,165688.0
2808,149571.0
2809,135151.0
2810,131549.0
2811,157293.0
2812,154241.0
2813,153583.0
2814,159696.0
2815,106512.0
2816,270106.0
2817,152797.0
2818,126813.0
2819,171945.0
2820,133447.0
2821,112679.0
2822,206084.0
2823,317157.0
2824,170278.0
2825,149657.0
2826,125824.0
2827,139620.0
2828,200994.0
2829,201021.0
2830,230130.0
2831,174143.0
2832,253562.0
2833,291192.0
2834,211459.0
2835,205541.0
2836,190529.0
2837,148827.0
2838,148917.0
2839,178190.0
2840,201262.0
2841,203469.0
2842,223413.0
2843,147732.0
2844,165031.0
2845,124537.0
2846,206621.0
2847,196412.0
2848,225341.0
2849,200521.0
2850,290997.0
2851,232767.0
2852,235707.0
2853,242481.0
2854,140977.0
2855,197473.0
2856,204342.0
2857,188662.0
2858,208935.0
2859,121126.0
2860,123575.0
2861,121855.0
2862,185823.0
2863,125776.0
2864,224465.0
2865,140116.0
2866,141657.0
2867,93256.0
2868,93256.0
2869,106322.0
2870,126199.0
2871,91077.0
2872,51422.0
2873,104535.0
2874,146064.0
2875,120131.0
2876,168415.0
2877,140034.0
2878,165491.0
2879,142181.0
2880,102007.0
2881,148396.0
2882,170323.0
2883,200610.0
2884,211038.0
2885,191684.0
2886,229982.0
2887,95929.0
2888,135928.0
2889,61407.0
2890,79100.0
2891,132975.0
2892,46067.0
2893,75146.0
2894,49782.0
2895,320319.0
2896,282036.0
2897,192612.0
2898,148085.0
2899,215422.0
2900,152887.0
2901,188371.0
2902,185070.0
2903,356828.0
2904,367131.0
2905,85401.0
2906,186049.0
2907,111026.0
2908,136004.0
2909,148677.0
2910,81962.0
2911,81749.0
2912,148346.0
2913,84181.0
2914,75314.0
2915,79287.0
2916,84356.0
2917,167193.0
2918,120520.0
2919,230476.0
